work_year,experience_level,employment_type,job_title, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,Data Engineer,"$165,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$132,300 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$225,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$230,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$124,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$247,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$172,200 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$175,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$145,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$148,700 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$125,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$115,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$200,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$150,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Engineer,"$160,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$185,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$120,250 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$275,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$183,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$170,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$125,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Architect,"$167,500 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Architect,"$106,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$250,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$200,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$135,000 ",United States,Partially Remote,United States,Large
2023,Senior-level,Full-Time,Machine Learning Engineer,"$216,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$184,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$180,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$165,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$185,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$129,300 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$143,865 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$115,092 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$130,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$90,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$173,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$132,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$208,049 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$128,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$179,820 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$143,860 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$167,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$106,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$275,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$183,500 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$149,600 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$102,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Scientist,"$145,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Scientist,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$190,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$95,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$153,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$106,800 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$96,578 ",Ireland,On-site,Ireland,Medium
2023,Mid-level,Full-Time,Data Scientist,"$80,481 ",Ireland,On-site,Ireland,Medium
2023,Mid-level,Full-Time,Data Analyst,"$128,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$85,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$151,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$275,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$183,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Scientist,"$220,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Scientist,"$170,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$135,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$105,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$100,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$80,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Autonomous Vehicle Technician,"$7,000 ",Ghana,On-site,Ghana,Small
2023,Entry-level,Full-Time,Applied Machine Learning Scientist,"$42,923 ",Germany,Partially Remote,Germany,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",Canada,Remote,Canada,Medium
2023,Senior-level,Full-Time,Data Engineer,"$145,000 ",Canada,Remote,Canada,Medium
2023,Mid-level,Full-Time,Data Analyst,"$154,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$143,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$78,990 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Scientist,"$51,039 ",United Kingdom,On-site,United Kingdom,Medium
2023,Entry-level,Full-Time,Data Scientist,"$190,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Scientist,"$120,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$85,066 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Scientist,"$51,039 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Scientist,"$109,371 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Scientist,"$72,914 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$150,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$111,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$265,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$235,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Scientist,"$121,093 ",Switzerland,Partially Remote,Switzerland,Large
2022,Mid-level,Full-Time,Data Scientist,"$73,546 ",Germany,Remote,Germany,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$75,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$60,400 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$85,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$92,700 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$61,800 ",United States,Remote,United States,Medium
2022,Senior-level,Full-Time,Lead Data Scientist,"$172,309 ",Ireland,Remote,Ireland,Large
2023,Mid-level,Full-Time,Data Scientist,"$60,093 ",Austria,Remote,Germany,Medium
2023,Mid-level,Full-Time,Data Analyst,"$83,500 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$52,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$201,036 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$134,024 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$165,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$140,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$62,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$58,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$172,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$115,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$90,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$163,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$126,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$237,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$145,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$90,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$90,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$139,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$109,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$258,000 ",Canada,On-site,Canada,Medium
2023,Senior-level,Full-Time,Data Scientist,"$190,000 ",Canada,On-site,Canada,Medium
2023,Mid-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$205,600 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Data Engineer,"$105,700 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$239,748 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$159,832 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$186,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$102,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$165,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$132,300 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$190,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$126,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$149,040 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$113,900 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$153,600 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$106,800 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$172,600 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$107,900 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$180,180 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$106,020 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$376,080 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$213,120 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$153,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$100,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$206,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$121,600 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$260,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$225,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$194,500 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$115,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Cloud Database Engineer,"$170,000 ",United States,Remote,United States,Large
2023,Senior-level,Full-Time,Applied Machine Learning Scientist,"$90,000 ",United States,Remote,United States,Large
2023,Entry-level,Full-Time,Data Analyst,"$95,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$70,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$275,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$115,934 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$81,666 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$150,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$120,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Research Engineer,"$200,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Engineer,"$175,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$206,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$130,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$138,000 ",United Kingdom,Remote,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Architect,"$92,000 ",United Kingdom,Remote,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Manager,"$65,000 ",Colombia,On-site,Colombia,Medium
2023,Senior-level,Full-Time,Data Manager,"$48,000 ",Colombia,On-site,Colombia,Medium
2023,Senior-level,Full-Time,Data Analyst,"$110,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$130,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$87,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$160,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$112,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$162,500 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$130,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Science Manager,"$299,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Science Manager,"$245,100 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$145,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$147,100 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$90,700 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$115,100 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$73,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$168,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$105,200 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$210,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$160,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$145,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Applied Scientist,"$222,200 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Applied Scientist,"$136,000 ",United States,On-site,United States,Large
2023,Mid-level,Full-Time,Data Analyst,"$100,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$85,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$85,066 ",United Kingdom,Remote,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Engineer,"$57,723 ",United Kingdom,Remote,United Kingdom,Medium
2023,Expert,Full-Time,Data Scientist,"$200,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Scientist,"$145,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$140,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$95,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$185,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$120,250 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Financial Data Analyst,"$130,000 ",United States,Remote,United States,Large
2023,Senior-level,Full-Time,Data Scientist,"$205,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$297,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$198,200 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$141,288 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Research Scientist,"$94,192 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Infrastructure Engineer,"$184,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Infrastructure Engineer,"$143,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$70,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$55,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$275,300 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$183,500 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$65,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,ML Engineer,"$160,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,ML Engineer,"$147,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$149,040 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$113,900 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Software Data Engineer,"$75,020 ",Singapore,Remote,Singapore,Large
2023,Senior-level,Full-Time,Data Analyst,"$180,180 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$106,020 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$17,022 ",India,Remote,India,Large
2023,Entry-level,Full-Time,AI Programmer,"$70,000 ",India,On-site,Australia,Large
2023,Entry-level,Full-Time,AI Developer,"$80,000 ",Sweden,Partially Remote,Sweden,Medium
2023,Mid-level,Full-Time,Lead Data Analyst,"$18,238 ",India,Partially Remote,India,Large
2023,Mid-level,Full-Time,Machine Learning Engineer,"$250,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$150,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$139,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$109,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$105,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$70,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$210,914 ",United States,Remote,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$116,704 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Research Scientist,"$150,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Scientist,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$146,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$75,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$60,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Analytics Engineer,"$185,700 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Analytics Engineer,"$165,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$169,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$110,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Operations Engineer,"$193,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Operations Engineer,"$136,850 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$139,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$109,400 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$276,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$178,500 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$59,020 ",Spain,On-site,Spain,Medium
2023,Mid-level,Full-Time,Data Scientist,"$48,289 ",Spain,On-site,Spain,Medium
2023,Mid-level,Full-Time,Data Engineer,"$75,116 ",Slovenia,Remote,Slovenia,Medium
2023,Mid-level,Full-Time,Data Engineer,"$48,289 ",Slovenia,Remote,Slovenia,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$195,652 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$101,228 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$136,956 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$101,228 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2022,Senior-level,Full-Time,BI Developer,"$130,000 ",United States,Remote,United States,Large
2021,Mid-level,Full-Time,Data Science Lead,"$150,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$163,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$126,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,ML Engineer,"$260,000 ",Canada,Remote,Canada,Medium
2023,Senior-level,Full-Time,ML Engineer,"$110,000 ",Canada,Remote,Canada,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$170,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$130,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$247,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$172,200 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$239,748 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$159,832 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$163,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$126,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$128,750 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$106,250 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Science Manager,"$299,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Science Manager,"$245,100 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analytics Manager,"$155,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analytics Manager,"$140,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$167,500 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Engineer,"$106,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$188,500 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$117,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$250,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$138,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$130,000 ",Canada,Remote,Canada,Medium
2023,Mid-level,Full-Time,Data Analyst,"$100,000 ",Canada,Remote,Canada,Medium
2023,Senior-level,Full-Time,Deep Learning Researcher,"$123,405 ",Germany,On-site,Germany,Large
2023,Senior-level,Full-Time,Data Engineer,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,BI Analyst,"$160,000 ",United States,On-site,United States,Medium
